,"Hole Depth,ft","Rate Of Penetration,ft/hr","Rotary RPM,rev/min","Rotary Torque,in/lb","Weight on Bit,kDaN","Differential Pressure,kPa","Gamma,API","Inclination,degree"
9354,12155,204.85,88.52,15.196,17.8,3596.3,111.75,91.4
9355,12156,195.41,92.37,15.252,18.2,3335.6,110.26,91.4
9356,12157,238.22,84.0,16.156,17.6,3362.4,92.38,91.4
9357,12158,257.77,93.15,16.439,18.1,3662.8,101.32,91.4
9358,12159,233.08,92.4,15.817,17.7,3582.9,101.32,91.4
9359,12160,203.03,84.84,15.139,17.7,3524.5,108.77,91.4
9360,12161,226.5,91.14,15.591,18.1,3584.3,101.32,91.4
9361,12162,230.93,87.38,16.326,18.1,3567.5,107.28,91.4
9362,12163,223.22,84.61,15.817,18.0,3604.1,99.83,91.4
9363,12164,203.02,87.66,15.93,17.7,3546.0,113.24,91.4
9364,12165,210.87,78.14,15.365,17.7,3484.3,105.79,91.4
9365,12166,211.0,84.86,15.252,17.5,3505.5,101.32,91.4
9366,12167,227.55,88.63,15.874,17.9,3572.6,99.83,91.4
9367,12168,228.94,78.81,15.874,18.0,3576.3,93.87,91.4
9368,12169,216.49,90.75,15.874,17.8,3668.8,101.32,91.4
9369,12170,198.58,81.12,15.365,17.5,3466.4,99.83,91.4
9370,12171,217.94,83.58,15.196,17.8,3590.5,89.4,91.4
9371,12172,226.61,85.53,15.535,18.0,3587.3,89.4,91.4
9372,12173,225.55,78.75,15.591,18.0,3678.4,96.85,91.4
9373,12174,212.54,86.45,15.93,18.0,3538.8,104.3,91.4
9374,12175,203.99,87.32,14.97,17.4,3708.6,102.81,91.4
9375,12176,210.51,81.82,15.252,17.8,3504.5,92.38,91.4
9376,12177,202.95,85.48,15.704,17.8,3557.5,87.91,91.4
9377,12178,76.41,85.9,11.806,10.6,1954.0,95.36,91.4
9378,12179,127.17,78.22,11.411,11.3,1933.7,93.87,91.4
9379,12180,174.53,90.5,12.089,12.5,2384.8,95.36,91.4
9380,12181,215.73,80.42,14.009,14.7,2747.3,95.36,91.4
9381,12182,268.56,75.09,15.591,16.8,3227.0,101.32,91.4
9382,12183,295.59,80.96,16.495,17.9,3499.5,99.83,91.4
9383,12184,293.86,77.75,16.777,18.1,3736.6,98.34,91.0
9384,12185,243.41,83.55,16.382,18.0,3745.0,102.81,91.0
9385,12186,200.69,86.4,15.535,18.5,3760.1,102.81,91.0
9386,12187,197.36,78.53,15.309,17.7,3384.4,99.83,91.0
9387,12188,239.24,83.41,14.97,17.1,3475.2,99.83,91.0
9388,12189,282.66,83.22,16.382,17.6,3554.5,96.85,91.0
9389,12190,282.54,81.74,16.382,17.9,3770.1,96.85,91.0
9390,12191,218.21,85.28,15.987,16.9,3743.4,95.36,91.0
9391,12192,207.73,77.24,15.309,16.7,3655.4,93.87,91.0
9392,12193,218.51,82.55,15.422,17.1,3748.2,83.44,91.0
9393,12194,237.14,84.22,16.1,17.6,3721.4,98.34,91.0
9394,12195,237.0,76.21,16.777,17.8,3788.1,98.34,91.0
9395,12196,22.86,26.97,7.287000000000001,5.6,896.8,98.34,91.0
9396,12197,46.16,27.3,7.796,7.5,1074.1,98.34,91.0
9397,12198,49.74,27.22,8.417,8.9,1403.8,93.87,91.0
9398,12199,49.73,27.3,9.547,8.8,1519.4,104.3,91.0
9399,12200,49.8,27.3,8.361,9.3,1601.6,104.3,91.0
9400,12201,48.18,27.16,8.53,9.0,1601.6,98.34,91.0
9401,12202,40.56,27.08,8.586,8.6,1532.7,93.87,91.0
9402,12203,49.93,27.16,7.965,10.6,1349.3,99.83,91.0
9403,12204,49.67,27.05,7.061,11.4,1617.0,102.81,91.0
9404,12205,47.39,27.02,7.796,11.4,1641.9,107.28,91.0
9405,12206,49.85,27.11,7.457000000000002,11.7,1567.2,102.81,91.0
9406,12207,50.11,27.13,7.287000000000001,12.4,1503.8,99.83,91.0
9407,12208,48.78,27.05,7.4,12.8,1581.6,99.83,91.0
9408,12209,47.22,27.16,7.457000000000002,12.7,1644.1,98.34,91.0
9409,12210,48.35,27.05,7.3439999999999985,12.5,1654.1,102.81,91.0
9410,12211,48.2,27.05,8.248,12.6,1743.9,105.79,91.0
9411,12212,47.97,27.25,8.078,12.6,1660.5,110.26,91.0
9412,12213,40.65,27.19,7.852,13.1,1606.4,95.36,91.0
9413,12214,41.92,26.99,7.796,13.9,1284.8,89.4,91.0
9414,12215,4.26,79.81,12.089,13.0,846.9,105.79,91.0
9415,12216,72.15,92.29,12.202,13.8,2038.2,101.32,91.0
9416,12217,122.67,90.5,13.388,15.9,2046.2,95.36,91.0
9417,12218,157.95,84.92,15.365,17.6,2385.4,96.85,91.0
9418,12219,157.64,94.8,14.292,17.6,2681.9,105.79,91.0
9419,12220,193.91,82.18,16.326,17.5,2921.0,105.79,91.0
9420,12221,166.73,84.67,15.817,17.3,2964.2,93.87,91.0
9421,12222,153.44,94.1,15.139,17.4,2947.0,105.79,91.0
9422,12223,153.32,89.02,15.026,17.8,3007.2,108.77,91.0
9423,12230,140.22,80.15,15.252,18.2,2954.1,107.28,91.0
9424,12231,137.81,84.86,15.026,18.2,2964.2,116.22,91.0
9425,12232,136.62,83.02,14.97,17.8,2943.8,108.77,91.0
9426,12233,141.8,87.93,15.478,18.1,2901.4,113.24,91.0
9427,12234,133.55,86.9,15.083,18.1,2800.8,110.26,91.0
9428,12235,128.56,86.85,14.405,17.7,2775.8,105.79,91.0
9429,12236,135.46,86.85,15.309,18.2,2816.0,117.71,91.0
9430,12237,127.44,85.31,14.913,18.0,2893.1,117.71,91.0
9431,12238,126.51,80.62,15.026,17.6,2729.1,114.73,91.0
9432,12239,142.36,85.7,15.309,18.1,2842.3,110.26,91.0
9433,12240,135.65,85.84,14.857,18.0,2855.1,116.22,91.0
9434,12241,122.22,82.91,14.857,17.7,2581.2,108.77,91.0
9435,12242,135.28,87.71,14.744000000000002,18.1,2774.1,111.75,91.0
9436,12243,132.73,84.81,15.139,18.1,2798.2,122.18,91.0
9437,12244,115.94,86.51,14.461,17.8,2641.4,114.73,91.0
9438,12245,133.28,86.51,15.083,18.3,2606.8,122.18,91.0
9439,12246,121.9,84.84,14.461,17.8,2789.0,114.73,91.0
9440,12247,122.82,82.97,14.292,17.9,2621.6,123.67,91.0
9441,12248,129.24,85.34,15.139,18.7,2691.6,120.69,91.0
9442,12249,102.26,86.09,12.993,17.5,2522.2,117.71,91.0
9443,12250,127.25,83.44,13.501,18.5,2304.5,125.16,91.0
9444,12251,158.54,89.58,14.405,17.8,2654.7,101.32,91.0
9445,12252,145.9,94.44,14.8,17.8,2640.8,122.18,91.0
9446,12253,118.3,95.25,14.461,17.7,2713.6,113.24,91.0
9447,12254,102.31,94.89,14.066,17.2,2597.2,119.2,91.0
9448,12255,138.55,92.99,14.461,18.2,2547.7,120.69,91.0
9449,12256,139.0,95.33,14.913,18.2,2791.6,113.24,91.0
9450,12257,109.29,99.52,13.84,17.7,2572.0,116.22,91.0
9451,12258,126.83,95.28,14.518,18.1,2658.2,108.77,91.0
9452,12259,127.49,93.96,14.179,18.1,2781.4,113.24,91.0
9453,12260,114.52,96.2,13.558,17.7,2681.8,105.79,91.0
9454,12261,126.49,96.2,14.574000000000002,18.1,2841.0,96.85,91.0
9455,12262,111.03,95.69,13.784,17.7,2746.3,96.85,91.0
9456,12263,112.37,89.58,13.953,18.2,2504.9,96.85,91.0
9457,12264,113.27,97.57,13.727,18.2,2692.2,96.85,91.0
9458,12265,115.74,86.43,13.558,17.5,2641.2,90.89,91.0
9459,12266,123.9,94.94,14.574000000000002,18.1,2897.0,90.89,91.0
9460,12267,113.45,95.0,14.574000000000002,17.7,2793.1,93.87,91.0
9461,12268,124.88,87.63,14.009,17.7,2865.3,96.85,91.0
9462,12269,146.18,85.34,14.518,18.2,2949.2,104.3,91.0
9463,12270,146.03,85.0,15.365,18.2,3091.6,113.24,91.0
9464,12271,126.87,86.04,14.348,17.7,2904.3,113.24,91.0
9465,12272,70.2,92.54,12.484000000000002,12.9,1947.3,93.87,91.0
9466,12273,134.89,96.9,12.767,13.7,2282.7,107.28,91.0
9467,12274,178.97,92.51,13.162,16.1,2635.6,99.83,91.0
9468,12275,213.27,93.27,14.405,17.4,3097.9,99.83,91.0
9469,12276,209.45,91.09,15.252,17.6,3372.4,96.85,91.0
9470,12277,192.66,92.51,16.552,18.2,3491.6,111.75,91.0
9471,12278,198.49,84.22,16.552,18.3,3612.2,102.81,91.0
9472,12279,178.18,88.05,15.874,18.2,3508.6,93.87,91.0
9473,12280,140.72,90.75,14.123,17.7,3176.8,93.87,91.0
9474,12281,204.49,91.12,14.687,17.8,3190.6,104.3,91.0
9475,12282,231.07,79.84,15.591,18.0,3465.8,105.79,91.0
9476,12283,228.38,85.65,15.817,18.1,3684.2,107.28,91.0
9477,12284,183.82,79.28,16.495,17.5,3530.5,107.28,91.0
9478,12285,200.12,84.22,16.156,17.9,3585.0,96.85,91.0
9479,12286,203.27,90.5,16.156,18.1,3766.0,93.87,91.0
9480,12287,202.32,82.63,15.874,18.1,3658.8,104.3,91.0
9481,12288,198.11,92.6,16.213,18.1,3628.2,105.79,91.0
9482,12289,181.3,85.14,16.269000000000002,17.5,3628.2,105.79,91.0
9483,12290,204.86,94.47,15.648,17.8,3592.4,95.36,91.0
9484,12291,218.26,94.47,16.439,18.1,3838.2,99.83,91.0
9485,12292,217.06,91.23,16.665,18.0,3841.7,99.83,91.0
9486,12293,18.13,27.08,6.044,6.2,1115.2,90.89,91.0
9487,12294,40.35,27.05,6.892,8.4,1357.6,108.77,91.0
9488,12295,40.52,27.13,7.005,9.4,1471.4,101.32,91.0
9489,12296,40.51,26.97,7.683,9.8,1668.5,95.36,91.0
9490,12297,40.51,27.19,8.078,10.3,1623.9,95.36,91.0
9491,12298,40.48,27.05,7.739,10.9,1500.8,96.85,90.1
9492,12299,40.11,26.97,7.287000000000001,11.0,1631.5,105.79,90.1
9493,12300,40.28,27.13,7.457000000000002,11.0,1578.4,104.3,90.1
9494,12301,40.43,27.02,8.078,11.2,1611.5,105.79,90.1
9495,12302,40.49,27.08,8.191,11.7,1595.2,101.32,90.1
9496,12303,40.51,27.08,14.97,11.9,1617.7,101.32,90.1
9497,12304,40.69,27.11,14.97,12.1,1688.7,104.3,90.1
9498,12305,40.51,27.05,7.57,12.2,1676.2,96.85,90.1
9499,12306,40.5,27.05,8.756,12.8,1715.9,86.42,90.1
9500,12307,53.78,94.61,11.693,11.3,1515.8,92.38,90.1
9501,12308,108.15,93.66,10.733,10.7,1575.0,92.38,90.1
9502,12309,154.92,92.93,11.411,13.1,1822.8,107.28,90.1
9503,12310,204.7,89.05,14.574000000000002,15.4,2332.5,108.77,90.1
9504,12311,223.7,99.94,15.196,18.1,3051.9,102.81,90.1
9505,12312,174.79,93.32,15.196,17.8,3007.3,102.81,90.1
9506,12313,175.32,90.28,16.156,17.2,2780.6,104.3,90.1
9507,12314,246.44,90.59,16.495,18.1,3370.3,92.38,90.1
9508,12315,214.64,95.83,16.213,17.5,3411.9,104.3,90.1
9509,12316,164.79,96.09,15.591,17.2,3394.1,99.83,90.1
9510,12317,176.22,85.45,16.156,17.5,3183.4,99.83,90.1
9511,12318,199.06,93.82,15.478,17.9,3320.9,102.81,90.1
9512,12321,178.42,87.79,16.1,17.5,3192.9,104.3,90.1
9513,12328,179.92,92.85,16.439,18.1,3368.6,93.87,90.1
9514,12329,162.83,97.17,15.309,17.7,3250.4,101.32,90.1
9515,12330,167.83,86.4,15.704,17.8,3149.2,105.79,90.1
9516,12331,187.25,94.55,15.704,18.2,3333.8,105.79,90.1
9517,12332,187.88,85.62,15.478,18.2,3387.2,102.81,90.1
9518,12333,179.7,90.92,15.365,17.8,3387.2,105.79,90.1
9519,12334,179.76,87.18,15.874,17.7,3195.2,108.77,90.1
9520,12335,191.05,91.9,15.817,17.8,3253.7,108.77,90.1
9521,12336,199.45,85.03,15.704,18.3,3541.9,104.3,90.1
9522,12337,194.09,92.82,15.535,18.3,3299.8,104.3,90.1
9523,12338,172.77,95.81,15.535,17.4,3154.7,108.77,90.1
9524,12339,192.82,94.58,15.648,17.8,3281.9,102.81,90.1
9525,12340,189.32,95.36,15.648,18.0,3157.1,116.22,90.1
9526,12341,189.48,94.1,15.478,18.2,3465.0,104.3,90.1
9527,12342,185.29,93.99,15.591,18.4,3465.0,107.28,90.1
9528,12343,164.28,87.29,14.857,18.6,2896.2,101.32,90.1
9529,12344,172.33,85.09,14.8,18.6,2900.1,111.75,90.1
9530,12345,217.25,87.01,15.422,18.0,3195.6,101.32,90.1
9531,12346,211.69,95.78,15.026,17.9,3325.0,96.85,90.1
9532,12347,159.96,81.6,14.630999999999998,17.6,3248.9,108.77,90.1
9533,12348,185.81,86.48,14.97,17.9,3251.3,99.83,90.1
9534,12349,192.56,76.04,16.043,18.2,3385.8,104.3,90.1
9535,12350,165.06,84.67,15.139,18.1,3260.7,101.32,90.1
9536,12351,170.29,80.2,15.478,17.8,3265.7,102.81,90.1
9537,12352,192.6,84.05,15.309,17.9,3154.7,102.81,90.1
9538,12353,198.28,81.54,15.422,18.1,3331.3,105.79,90.1
9539,12354,181.22,89.39,15.309,18.0,3369.4,107.28,90.1
9540,12355,183.2,86.18,14.687,17.7,3231.0,101.32,90.1
9541,12356,187.77,85.48,15.591,17.9,3255.0,108.77,90.1
9542,12357,188.99,90.5,15.591,18.0,3316.1,108.77,90.1
9543,12358,189.99,86.26,15.083,17.9,3433.5,98.34,90.1
9544,12359,182.2,85.45,15.252,17.6,3412.2,98.34,90.1
9545,12360,180.99,85.87,15.196,17.5,3274.6,98.34,90.1
9546,12361,200.69,87.99,15.761,18.1,3292.0,110.26,90.1
9547,12362,206.48,87.4,15.365,18.2,3420.0,110.26,90.1
9548,12363,210.79,87.35,15.422,18.7,3643.9,101.32,90.1
9549,12364,197.35,91.0,14.630999999999998,18.4,3464.6,98.34,90.1
9550,12365,176.38,80.45,15.139,18.2,3244.1,98.34,90.1
9551,12366,95.79,85.98,10.225,10.5,28.7,98.34,90.1
9552,12367,160.24,85.98,12.936,13.0,1926.0,98.34,90.1
9553,12368,208.42,84.44,14.066,14.7,2514.7,89.4,90.1
9554,12369,257.84,92.4,15.987,17.5,2749.3,95.36,90.1
9555,12370,289.4,82.88,17.173,18.4,3289.8,104.3,90.1
9556,12371,284.91,86.62,17.173,18.3,3629.6,96.85,90.1
9557,12372,238.84,91.0,17.06,18.2,3779.4,96.85,90.1
9558,12373,242.01,85.51,17.06,18.5,3898.2,92.38,90.1
9559,12374,223.05,92.37,16.777,19.0,3845.7,105.79,90.1
9560,12375,178.25,94.94,15.365,18.0,3581.7,101.32,90.1
9561,12376,219.45,83.91,16.156,16.9,3304.5,83.44,90.1
9562,12377,276.61,89.11,16.552,18.3,3644.5,92.38,90.1
9563,12378,279.69,88.46,16.552,18.4,3781.0,81.95,90.1
9564,12379,29.72,26.99,6.948,5.1,1202.9,99.83,90.3
9565,12380,32.58,27.19,14.97,6.6,1245.2,98.34,90.3
9566,12381,49.62,27.02,8.304,8.2,1471.3,99.83,90.3
9567,12382,49.73,27.13,6.666,9.6,1628.1,99.83,90.3
9568,12383,49.74,27.08,8.925,9.9,1688.2,104.3,90.3
9569,12384,49.75,27.13,8.191,8.3,1737.9,84.93,90.3
9570,12385,50.65,27.44,7.626,10.0,1845.0,99.83,90.3
9571,12386,64.16,27.11,7.965,11.4,2023.8,111.75,90.3
9572,12387,56.46,27.25,13.445,11.4,2123.7,95.36,90.3
9573,12388,47.53,27.08,7.852,9.8,1956.4,86.42,90.3
9574,12389,47.71,27.25,8.417,9.6,1855.8,95.36,90.3
9575,12390,48.29,27.25,8.417,10.2,1853.5,95.36,90.3
9576,12391,67.07,27.13,7.626,12.4,1709.9,110.26,90.3
9577,12392,70.33,27.11,7.513,13.3,1952.0,98.34,90.3
9578,12393,52.76,27.3,7.796,13.3,1992.9,92.38,90.3
9579,12394,42.0,27.08,7.57,11.8,1929.7,92.38,90.3
9580,12395,43.49,27.11,7.739,10.4,1936.5,92.38,90.3
9581,12396,48.04,27.19,7.3439999999999985,10.4,1928.1,92.38,90.3
9582,12397,44.83,27.19,7.457000000000002,10.3,1935.3,92.38,90.3
9583,12398,45.73,27.19,7.626,9.6,1983.3,99.83,90.3
9584,12399,44.08,27.11,14.97,9.2,1858.7,93.87,90.3
9585,12400,58.09,27.22,7.852,10.7,1730.2,107.28,90.3
9586,12401,59.35,27.08,14.97,12.0,2065.3,107.28,90.3
9587,12402,59.23,27.02,8.022,12.3,2139.3,95.36,90.3
9588,12403,87.99,88.83,10.79,10.0,1727.5,84.93,90.3
9589,12404,132.45,88.05,11.354,11.6,1830.3,107.28,90.3
9590,12405,181.41,88.77,12.371,15.1,2320.5,107.28,90.3
9591,12406,230.49,79.31,14.687,17.0,2710.8,98.34,90.3
9592,12407,240.36,86.37,14.857,18.0,3117.2,98.34,90.3
9593,12408,270.27,86.2,16.043,18.3,3553.4,84.93,90.3
9594,12409,271.49,87.74,16.665,18.1,3727.9,104.3,90.3
9595,12410,191.27,90.84,15.083,17.3,3640.1,96.85,90.3
9596,12411,186.55,85.03,15.535,17.5,3487.0,96.85,90.3
9597,12412,204.62,89.16,14.97,18.2,3633.3,96.85,90.3
9598,12413,221.24,87.1,16.1,18.4,3757.0,99.83,90.3
9599,12421,160.6,91.14,16.156,18.6,3348.8,102.81,90.3
9600,12422,155.47,92.65,15.535,18.6,3214.7,99.83,90.3
9601,12423,131.65,92.85,14.461,18.1,3145.5,99.83,90.3
9602,12424,146.35,90.53,15.252,18.5,3133.4,104.3,90.3
9603,12425,146.34,87.38,15.026,18.6,3113.9,113.24,90.3
9604,12426,124.01,90.03,15.196,18.1,2997.5,110.26,90.3
9605,12427,128.09,92.85,14.97,18.6,2941.2,110.26,90.3
9606,12428,126.41,91.0,14.744000000000002,18.5,2998.9,120.69,90.3
9607,12429,109.56,92.85,14.292,18.1,2979.4,102.81,90.3
9608,12430,124.18,91.42,14.236,18.5,2848.6,105.79,90.3
9609,12431,121.12,93.74,14.687,18.5,3070.6,105.79,90.3
9610,12432,113.58,92.82,14.574000000000002,18.1,2941.6,110.26,90.3
9611,12433,135.48,87.29,14.630999999999998,18.7,2971.5,117.71,90.3
9612,12434,126.9,94.63,14.123,18.7,2941.3,117.71,90.3
9613,12435,121.18,92.76,14.461,18.3,2855.2,110.26,90.3
9614,12436,126.35,91.59,14.97,19.0,2908.8,117.71,90.3
9615,12437,109.23,95.19,13.049,18.0,2736.5,117.71,90.3
9616,12438,135.8,95.19,13.049,18.9,2732.7,120.69,90.3
9617,12439,165.83,94.02,13.896,17.9,2942.2,120.69,90.3
9618,12440,166.56,98.85,15.422,18.2,3222.4,117.71,90.3
9619,12441,148.86,98.85,14.687,18.3,3230.2,117.71,90.3
9620,12442,160.82,87.82,14.405,18.5,3286.5,119.2,90.3
9621,12443,160.07,93.01,14.687,18.4,3140.3,117.71,90.3
9622,12444,156.93,89.39,14.348,18.3,3225.5,117.71,90.3
9623,12445,178.94,97.43,15.252,18.4,3248.6,119.2,90.3
9624,12446,185.57,86.15,15.252,18.7,3419.3,126.65,90.3
9625,12447,180.24,95.56,14.574000000000002,18.5,3294.1,123.67,90.3
9626,12448,159.37,95.97,14.405,17.9,3360.4,123.67,90.3
9627,12449,194.43,93.6,14.518,18.4,3265.1,116.22,90.3
9628,12450,205.02,90.92,14.857,18.6,3452.7,129.63,90.3
9629,12451,199.1,89.33,14.744000000000002,18.6,3491.7,129.63,90.3
9630,12452,166.56,93.55,14.97,18.2,3222.9,114.73,90.3
9631,12453,188.23,91.87,14.066,18.0,3323.8,120.69,90.3
9632,12454,195.9,99.21,14.066,18.3,3448.1,120.69,90.3
9633,12455,192.8,88.44,15.252,18.5,3546.1,108.77,90.3
9634,12456,191.24,94.52,14.744000000000002,18.2,3462.8,108.77,90.3
9635,12457,176.01,92.68,14.292,18.1,3386.3,110.26,90.3
9636,12458,182.64,93.82,14.518,18.5,3604.9,110.26,90.3
9637,12459,187.98,93.82,14.744000000000002,18.6,3458.8,122.18,90.3
9638,12460,39.78,84.72,12.597,13.1,801.9,126.65,90.3
9639,12461,158.28,93.18,12.597,14.3,2279.1,126.65,90.3
9640,12462,202.31,79.53,13.784,16.5,2929.4,116.22,90.3
9641,12463,247.53,84.81,15.139,17.6,3251.7,120.69,90.3
9642,12464,257.71,85.45,15.93,18.3,3659.9,111.75,90.3
9643,12465,208.51,85.92,16.326,17.9,3693.4,122.18,90.3
9644,12466,223.73,88.07,16.721,18.6,3686.1,122.18,90.3
9645,12467,224.45,85.11,16.721,18.7,3874.8,126.65,90.3
9646,12468,194.94,92.74,15.761,19.1,3874.8,120.69,90.3
9647,12469,178.29,86.82,15.026,18.3,3325.3,123.67,90.3
9648,12470,193.18,94.1,14.687,17.5,3407.2,123.67,90.3
9649,12471,248.43,95.36,15.761,18.0,3695.5,123.67,90.3
9650,12472,246.93,90.7,16.326,18.6,3798.7,122.18,90.3
9651,12473,176.42,94.61,15.309,17.4,3741.2,122.18,90.3
9652,12474,183.53,82.69,15.139,17.4,3626.7,122.18,88.8
9653,12475,206.4,91.17,15.93,17.9,3547.5,117.71,88.8
9654,12476,224.53,85.11,16.156,18.4,3709.8,110.26,88.8
9655,12477,213.84,87.29,15.987,18.2,3778.8,104.3,88.8
9656,12478,190.64,91.67,15.196,17.7,3688.2,134.1,88.8
9657,12479,195.96,82.35,16.043,17.8,3646.8,107.28,88.8
9658,12480,206.48,88.55,15.874,17.9,3653.2,119.2,88.8
9659,12481,207.73,83.13,16.213,18.1,3805.0,119.2,88.8
9660,12482,198.73,93.77,15.93,17.8,3807.8,122.18,88.8
9661,12483,192.18,86.9,15.083,17.4,3759.8,122.18,88.8
9662,12484,212.96,83.89,15.591,17.8,3733.8,125.16,88.8
9663,12485,216.88,88.44,15.874,18.1,3770.5,119.2,88.8
9664,12486,222.49,89.8,16.382,18.4,3894.6,119.2,88.8
9665,12487,218.44,79.98,16.439,18.4,3936.3,129.63,88.8
9666,12488,206.12,88.83,15.422,17.9,4003.3,140.06,88.8
9667,12489,211.68,83.64,16.156,17.9,3976.6,119.2,88.8
9668,12490,212.65,88.44,15.591,18.1,3855.2,125.16,88.8
9669,12491,217.94,86.4,15.591,18.2,3922.3,125.16,88.8
9670,12492,217.22,84.84,15.987,18.3,4013.2,123.67,88.8
9671,12493,207.33,86.4,15.535,17.8,3905.7,122.18,88.8
9672,12494,206.52,80.79,15.478,18.2,3812.0,134.1,88.8
9673,12495,213.45,88.83,16.326,18.3,3896.8,138.57,88.8
9674,12496,228.64,85.48,16.213,18.6,3901.3,138.57,88.8
9675,12497,229.2,87.52,16.1,18.6,3878.2,125.16,88.8
9676,12498,190.37,91.23,15.083,18.1,3886.2,120.69,88.8
9677,12499,185.84,84.5,14.97,18.6,3728.6,134.1,88.8
9678,12500,178.8,93.88,14.066,19.1,3376.6,126.65,88.8
9679,12501,179.0,88.58,14.461,18.9,3156.7,132.61,88.8
9680,12502,227.58,92.79,15.591,17.9,3488.3,132.61,88.8
9681,12503,227.15,88.69,15.478,18.2,3626.3,131.12,88.8
9682,12504,198.79,95.42,15.478,18.7,3626.3,132.61,88.8
9683,12505,193.56,94.55,15.422,18.2,3600.5,132.61,88.8
9684,12506,220.27,86.12,16.382,18.4,3696.2,128.14,88.8
9685,12515,183.81,86.54,15.309,18.7,3479.3,116.22,88.8
9686,12516,152.92,94.22,15.083,18.0,3498.3,111.75,88.8
9687,12517,143.68,86.71,15.083,18.0,3290.7,111.75,88.8
9688,12518,162.24,98.32,15.365,18.6,3336.2,123.67,88.8
9689,12519,164.08,86.06,15.817,18.6,3473.9,107.28,88.8
9690,12520,144.41,95.81,15.252,18.1,3394.1,108.77,88.8
9691,12521,145.75,94.05,15.365,18.3,3432.9,111.75,88.8
9692,12522,152.59,90.67,15.478,18.7,3448.4,111.75,88.8
9693,12523,150.94,97.31,15.591,18.6,3506.1,111.75,88.8
9694,12524,139.93,89.5,14.744000000000002,18.1,3404.6,105.79,88.8
9695,12525,146.23,97.26,15.309,18.7,3475.4,110.26,88.8
9696,12526,145.88,88.72,15.365,18.5,3568.6,108.77,88.8
9697,12527,140.72,89.61,15.704,18.2,3502.3,108.77,88.8
9698,12528,138.48,95.3,14.97,18.0,3347.4,102.81,88.8
9699,12529,165.93,92.43,15.817,18.6,3417.6,107.28,88.8
9700,12530,165.41,93.35,15.817,18.8,3616.1,113.24,88.8
9701,12531,112.45,93.91,12.993,18.2,3287.3,113.24,88.8
9702,12532,146.61,92.6,14.574000000000002,18.9,3036.4,125.16,88.8
9703,12533,189.78,87.96,15.478,18.2,3179.4,99.83,88.8
9704,12534,189.86,88.91,14.857,18.4,3457.1,110.26,88.8
9705,12535,149.32,90.36,15.309,18.3,3430.4,110.26,88.8
9706,12536,157.19,88.19,15.478,18.6,3420.8,108.77,88.8
9707,12537,146.88,94.8,15.026,18.3,3560.7,113.24,88.8
9708,12538,159.64,85.37,15.026,18.5,3412.5,102.81,88.8
9709,12539,172.4,87.82,15.591,19.3,3473.5,102.81,88.8
9710,12540,177.39,82.88,15.535,19.6,3745.7,107.28,88.8
9711,12541,147.98,88.69,15.874,19.1,3589.9,114.73,88.8
9712,12542,137.61,84.86,15.365,19.1,3443.5,122.18,88.8
9713,12543,164.3,86.59,15.422,19.5,3468.9,122.18,88.8
9714,12544,161.77,93.18,16.213,19.6,3468.4,120.69,88.8
9715,12545,125.69,82.18,15.139,18.9,3319.7,126.65,88.8
9716,12546,138.25,92.76,15.478,19.4,3414.8,123.67,88.8
9717,12547,134.65,93.24,15.704,19.5,3297.3,123.67,88.8
9718,12548,114.76,83.94,15.139,18.9,3293.5,123.67,88.8
9719,12549,141.88,86.57,15.761,19.4,3230.6,122.18,88.8
9720,12550,143.36,95.69,15.704,19.4,3517.7,132.61,88.8
9721,12551,139.72,95.69,15.252,18.8,3419.0,122.18,88.8
9722,12552,175.49,86.15,15.535,18.9,3471.7,126.65,88.8
9723,12553,188.42,90.2,14.913,19.3,3600.2,126.65,88.8
9724,12554,63.45,79.45,11.863,12.5,727.2,128.14,88.8
9725,12555,164.77,90.78,13.162,13.6,2430.6,119.2,88.8
9726,12556,221.59,79.5,14.8,16.2,3076.4,120.69,88.8
9727,12557,260.87,78.89,15.422,17.5,3298.6,123.67,88.8
9728,12558,295.75,88.38,16.665,18.7,3842.0,126.65,88.8
9729,12559,282.17,88.8,16.156,18.6,3803.7,122.18,88.8
9730,12560,230.74,79.48,17.285999999999998,18.7,3745.5,122.18,88.8
9731,12561,231.04,87.54,17.003,19.0,3972.3,108.77,88.8
9732,12562,211.41,90.7,16.269000000000002,20.1,4100.3,107.28,88.8
9733,12563,162.2,90.7,15.761,18.6,3599.8,116.22,88.8
9734,12564,176.48,79.31,15.422,17.7,3416.2,116.22,88.8
9735,12565,241.1,90.89,15.93,18.8,3857.6,122.18,88.8
9736,12566,230.51,87.57,16.608,18.9,3891.1,122.18,88.8
9737,12567,173.02,88.77,15.478,18.1,4111.0,122.18,88.8
9738,12568,151.94,81.82,15.535,17.3,3651.7,104.3,88.2
9739,12569,192.85,92.4,15.987,17.8,3685.4,104.3,88.2
9740,12570,216.32,92.71,16.156,18.7,3935.5,95.36,88.2
9741,12571,195.37,89.39,17.06,18.5,3955.4,111.75,88.2
9742,12572,163.94,87.82,15.309,17.7,3855.1,111.75,88.2
9743,12573,182.06,82.57,16.1,18.3,3932.3,98.34,88.2
9744,12574,195.44,88.38,16.834,18.6,4210.0,105.79,88.2
9745,12575,195.33,81.04,17.06,18.9,4102.7,105.79,88.2
9746,12576,181.87,89.5,16.213,18.3,4022.2,105.79,88.2
9747,12577,185.18,81.76,15.987,18.4,3928.5,93.87,88.2
