Hole Depth,True Vertical Depth,Rate Of Penetration,Rate Of Penetration,Rotary RPM,Rotary Torque,Weight on Bit,Differential Pressure,Inclination,YYYY/MM/DD,HH:MM:SS
14181.0,-999.25,300.10,300.10,70.12,21.240,16.9,5963.5,88.7,2019/10/30,20:59:59
14182.0,-999.25,301.52,301.52,70.51,21.240,17.7,6189.4,88.7,2019/10/30,21:00:10
14183.0,-999.25,302.60,302.60,70.51,22.878,18.3,6423.4,88.7,2019/10/30,21:00:22
14184.0,-999.25,300.53,300.53,70.49,22.878,18.9,6580.0,88.7,2019/10/30,21:00:34
14185.0,-999.25,300.86,300.86,70.65,23.895,19.4,6574.1,88.7,2019/10/30,21:00:46
14186.0,-999.25,300.70,300.70,70.43,24.460,20.4,6635.3,88.7,2019/10/30,21:00:59
14187.0,-999.25,301.25,301.25,70.26,23.443,20.7,6554.8,88.7,2019/10/30,21:01:11
14188.0,-999.25,300.44,300.44,70.26,23.952,20.8,6784.1,88.7,2019/10/30,21:01:22
14189.0,-999.25,300.94,300.94,70.57,22.652,20.5,6817.0,88.7,2019/10/30,21:01:36
14190.0,-999.25,300.61,300.61,70.26,23.839,20.5,7026.4,88.7,2019/10/30,21:01:47
14191.0,-999.25,298.96,298.96,70.38,23.500,21.0,7038.3,88.7,2019/10/30,21:01:59
14192.0,-999.25,299.60,299.60,70.51,23.217,21.0,7262.7,88.7,2019/10/30,21:02:11
14193.0,-999.25,301.63,301.63,70.35,24.121,21.3,7233.6,88.7,2019/10/30,21:02:23
14194.0,-999.25,303.19,303.19,70.91,24.008,21.8,7113.3,88.7,2019/10/30,21:02:35
14195.0,-999.25,320.69,320.69,70.91,25.703,22.4,7103.7,88.7,2019/10/30,21:02:46
14196.0,-999.25,327.00,327.00,70.21,24.630,22.6,7148.7,88.7,2019/10/30,21:02:56
14197.0,-999.25,325.35,325.35,70.18,23.839,23.2,7481.3,88.7,2019/10/30,21:03:08
14198.0,-999.25,325.56,325.56,70.60,23.330,22.9,7481.3,88.7,2019/10/30,21:03:19
14199.0,-999.25,327.93,327.93,70.26,22.483,23.4,7431.2,88.7,2019/10/30,21:03:29
14200.0,-999.25,333.25,333.25,70.26,23.443,23.8,7603.9,88.7,2019/10/30,21:03:40
14201.0,-999.25,339.48,339.48,70.46,23.330,24.1,7833.4,88.7,2019/10/30,21:03:51
14202.0,-999.25,341.00,341.00,70.32,24.856,25.8,7959.5,88.7,2019/10/30,21:04:02
14203.0,-999.25,339.24,339.24,70.12,25.816,28.3,7939.0,88.7,2019/10/30,21:04:13
14204.0,-999.25,336.91,336.91,70.57,26.946,28.9,8003.6,88.7,2019/10/30,21:04:24
14205.0,-999.25,327.30,327.30,70.18,26.381,28.5,7789.7,88.7,2019/10/30,21:04:35
14206.0,-999.25,319.34,319.34,70.15,26.550,26.1,7661.8,88.7,2019/10/30,21:04:45
14207.0,-999.25,328.16,328.16,70.12,26.155,26.1,7633.8,88.7,2019/10/30,21:04:57
14208.0,-999.25,332.17,332.17,70.57,23.726,25.8,7889.5,88.7,2019/10/30,21:05:08
14209.0,-999.25,339.40,339.40,70.26,23.839,25.9,7902.7,88.7,2019/10/30,21:05:18
14210.0,-999.25,341.21,341.21,70.24,24.573,26.2,7904.0,88.7,2019/10/30,21:05:29
14211.0,-999.25,339.88,339.88,70.29,25.477,26.2,8254.3,88.7,2019/10/30,21:05:40
14212.0,-999.25,335.20,335.20,70.12,25.534,26.6,8068.4,88.7,2019/10/30,21:05:50
14213.0,-999.25,331.02,331.02,69.96,25.477,26.5,8163.6,88.7,2019/10/30,21:06:02
14214.0,-999.25,326.92,326.92,69.84,26.946,26.5,8157.7,88.7,2019/10/30,21:06:13
14215.0,-999.25,325.97,325.97,70.15,24.969,26.2,7983.6,88.7,2019/10/30,21:06:24
14216.0,-999.25,336.78,336.78,70.12,25.929,26.4,8083.4,88.7,2019/10/30,21:06:34
14217.0,-999.25,337.99,337.99,70.12,25.646,26.7,8097.4,88.7,2019/10/30,21:06:46
14218.0,-999.25,333.79,333.79,70.46,25.872,26.6,8188.3,88.7,2019/10/30,21:06:57
14219.0,-999.25,330.41,330.41,70.32,25.308,26.4,8012.9,88.7,2019/10/30,21:07:07
14220.0,-999.25,328.82,328.82,70.38,24.912,26.4,8048.6,88.7,2019/10/30,21:07:18
14221.0,-999.25,333.52,333.52,70.18,24.856,26.4,8282.2,88.7,2019/10/30,21:07:29
14222.0,-999.25,336.01,336.01,70.32,24.178,26.0,8177.7,88.7,2019/10/30,21:07:39
14223.0,-999.25,337.60,337.60,70.29,25.872,26.9,8165.9,88.7,2019/10/30,21:07:51
14224.0,-999.25,336.85,336.85,70.24,25.308,27.0,8329.5,88.7,2019/10/30,21:08:01
14225.0,-999.25,333.64,333.64,70.15,25.025,27.2,8223.0,88.7,2019/10/30,21:08:12
14226.0,-999.25,334.51,334.51,70.12,24.856,26.7,7982.3,88.7,2019/10/30,21:08:23
14227.0,-999.25,335.52,335.52,69.98,26.324,27.0,8126.1,88.7,2019/10/30,21:08:34
14228.0,-999.25,332.69,332.69,70.10,25.590,27.0,8130.5,88.7,2019/10/30,21:08:44
14229.0,-999.25,333.50,333.50,70.63,25.703,27.0,8215.5,88.7,2019/10/30,21:08:56
14230.0,-999.25,333.32,333.32,70.57,24.969,26.7,8081.2,88.7,2019/10/30,21:09:07
14231.0,-999.25,334.09,334.09,70.38,25.985,26.7,8213.0,88.7,2019/10/30,21:09:17
14232.0,-999.25,336.94,336.94,70.26,25.985,26.9,8318.6,88.7,2019/10/30,21:09:28
14233.0,-999.25,336.11,336.11,70.35,24.856,26.7,8318.6,88.7,2019/10/30,21:09:38
14234.0,-999.25,336.77,336.77,70.04,25.816,29.5,8267.9,88.7,2019/10/30,21:09:50
14235.0,-999.25,332.69,332.69,70.46,25.590,29.4,8362.8,88.7,2019/10/30,21:10:04
14236.0,-999.25,283.54,283.54,70.21,24.460,28.5,8140.5,88.7,2019/10/30,21:10:14
14237.0,-999.25,323.42,323.42,70.46,25.646,26.7,8097.7,88.7,2019/10/30,21:10:25
14238.0,-999.25,335.52,335.52,70.40,25.195,26.1,7869.0,88.7,2019/10/30,21:10:36
14239.0,-999.25,335.49,335.49,70.15,24.347,25.7,7961.0,88.7,2019/10/30,21:10:47
14240.0,-999.25,333.29,333.29,70.07,24.743,26.2,8083.7,88.7,2019/10/30,21:10:58
14241.0,-999.25,334.01,334.01,70.38,25.138,26.4,8094.8,88.7,2019/10/30,21:11:09
14242.0,-999.25,334.05,334.05,69.87,25.759,26.4,8028.1,88.7,2019/10/30,21:11:19
14243.0,-999.25,331.33,331.33,70.60,25.590,26.8,8166.1,88.7,2019/10/30,21:11:30
14244.0,-999.25,335.04,335.04,70.65,24.969,26.6,8143.1,88.7,2019/10/30,21:11:40
14245.0,-999.25,335.14,335.14,70.46,25.364,26.6,8193.4,88.7,2019/10/30,21:11:51
14246.0,-999.25,336.72,336.72,70.68,25.025,26.6,8224.4,88.7,2019/10/30,21:12:02
14247.0,-999.25,338.93,338.93,70.43,26.663,26.7,8164.3,88.7,2019/10/30,21:12:13
14248.0,-999.25,337.96,337.96,70.49,26.663,26.6,8345.5,88.7,2019/10/30,21:12:24
14249.0,-999.25,331.15,331.15,70.40,25.929,26.8,8204.6,88.7,2019/10/30,21:12:36
14250.0,-999.25,329.27,329.27,70.04,26.381,26.6,8159.5,88.7,2019/10/30,21:12:47
14251.0,-999.25,325.98,325.98,70.43,24.912,26.6,8357.6,88.7,2019/10/30,21:12:57
14252.0,-999.25,334.13,334.13,70.24,25.477,26.8,8267.7,88.7,2019/10/30,21:13:08
14253.0,-999.25,334.59,334.59,70.35,25.477,26.7,8166.2,88.5,2019/10/30,21:13:20
14254.0,-999.25,327.02,327.02,70.24,24.008,26.7,8226.9,88.5,2019/10/30,21:13:30
14255.0,-999.25,332.85,332.85,70.26,25.364,27.4,8320.3,88.5,2019/10/30,21:13:41
14256.0,-999.25,333.42,333.42,70.15,26.098,26.9,8276.8,88.5,2019/10/30,21:13:52
14257.0,-999.25,327.51,327.51,70.51,24.404,27.3,8241.6,88.5,2019/10/30,21:14:03
14258.0,-999.25,36.41,36.41,70.18,15.309,4.5,1034.8,88.5,2019/10/30,21:20:45
14259.0,-999.25,149.46,149.46,70.26,16.382,6.8,1858.2,88.5,2019/10/30,21:20:59
14260.0,-999.25,59.27,59.27,70.38,17.625,7.9,2656.7,88.5,2019/10/30,21:21:10
14261.0,-999.25,226.56,226.56,70.46,19.433,10.6,3583.2,88.5,2019/10/30,21:21:24
14262.0,-999.25,250.09,250.09,70.24,19.094,11.4,3879.0,88.5,2019/10/30,21:21:38
14263.0,-999.25,249.92,249.92,70.38,19.715,11.9,3626.4,88.5,2019/10/30,21:21:53
14264.0,-999.25,251.99,251.99,70.24,19.884,12.4,2621.3,88.5,2019/10/30,21:22:08
14265.0,-999.25,252.12,252.12,70.21,19.941,12.5,1873.0,88.5,2019/10/30,21:22:21
14266.0,-999.25,251.69,251.69,70.49,19.941,15.7,1786.2,88.5,2019/10/30,21:22:36
14267.0,-999.25,250.85,250.85,70.35,19.997,16.4,1845.4,88.5,2019/10/30,21:22:50
14268.0,-999.25,251.16,251.16,70.40,21.127,17.0,4416.2,88.5,2019/10/30,21:23:05
14269.0,-999.25,251.54,251.54,70.68,21.353,15.1,5419.2,88.5,2019/10/30,21:23:20
14270.0,-999.25,251.36,251.36,70.24,21.749,15.2,6185.6,88.5,2019/10/30,21:23:34
14271.0,-999.25,250.82,250.82,70.65,19.376,15.7,6288.9,88.5,2019/10/30,21:23:48
14272.0,-999.25,250.90,250.90,70.57,20.845,15.1,6369.4,88.5,2019/10/30,21:24:02
14273.0,-999.25,251.65,251.65,70.24,21.523,14.9,6367.6,88.5,2019/10/30,21:24:17
14274.0,-999.25,251.97,251.97,70.51,21.297,14.7,6036.8,88.5,2019/10/30,21:24:31
14275.0,-999.25,274.78,274.78,70.29,20.619,14.7,6035.9,88.5,2019/10/30,21:24:42
14276.0,-999.25,298.55,298.55,70.40,21.749,15.8,5894.3,88.5,2019/10/30,21:24:54
14277.0,-999.25,300.86,300.86,70.43,20.619,16.4,6262.7,88.5,2019/10/30,21:25:06
14278.0,-999.25,300.35,300.35,70.29,21.918,17.4,6291.1,88.5,2019/10/30,21:25:18
14279.0,-999.25,301.18,301.18,70.49,22.257,17.4,6338.4,88.5,2019/10/30,21:25:30
14280.0,-999.25,301.01,301.01,70.29,23.387,18.6,6580.1,88.5,2019/10/30,21:25:43
14281.0,-999.25,298.65,298.65,70.26,24.799,19.4,6598.7,88.5,2019/10/30,21:25:55
14282.0,-999.25,299.00,299.00,70.29,24.912,19.6,6362.1,88.5,2019/10/30,21:26:07
14283.0,-999.25,298.41,298.41,70.38,24.404,19.7,6724.0,88.5,2019/10/30,21:26:19
14284.0,-999.25,301.12,301.12,70.26,23.669,20.3,6692.9,88.5,2019/10/30,21:26:31
14285.0,-999.25,300.42,300.42,70.60,25.138,20.0,7032.9,88.5,2019/10/30,21:26:43
14286.0,-999.25,301.83,301.83,70.43,22.144,20.0,6882.9,88.5,2019/10/30,21:26:55
14287.0,-999.25,301.13,301.13,70.24,24.630,20.3,7002.7,88.5,2019/10/30,21:27:07
14288.0,-999.25,305.81,305.81,70.40,25.703,21.1,6931.9,88.5,2019/10/30,21:27:19
14289.0,-999.25,315.36,315.36,70.21,23.952,21.4,6998.1,88.5,2019/10/30,21:27:30
14290.0,-999.25,324.36,324.36,70.43,25.025,22.1,6922.6,88.5,2019/10/30,21:27:40
14291.0,-999.25,326.66,326.66,70.49,25.082,22.4,6929.6,88.5,2019/10/30,21:27:52
14292.0,-999.25,323.07,323.07,70.26,23.726,22.5,7169.9,88.5,2019/10/30,21:28:03
14293.0,-999.25,326.26,326.26,70.21,24.008,22.6,7373.6,88.5,2019/10/30,21:28:13
14294.0,-999.25,327.95,327.95,70.35,25.364,22.8,7582.1,88.3,2019/10/30,21:28:24
14295.0,-999.25,328.06,328.06,70.29,25.646,23.2,7375.3,88.3,2019/10/30,21:28:36
14296.0,-999.25,328.87,328.87,70.24,24.347,23.3,7618.9,88.3,2019/10/30,21:28:47
14297.0,-999.25,327.79,327.79,70.26,26.155,25.0,7567.1,88.3,2019/10/30,21:28:58
14298.0,-999.25,321.77,321.77,70.15,26.098,27.5,7357.6,88.3,2019/10/30,21:29:09
14299.0,-999.25,318.56,318.56,70.21,23.048,27.7,7298.1,88.3,2019/10/30,21:29:20
14300.0,-999.25,327.47,327.47,70.18,24.460,24.1,7436.2,88.3,2019/10/30,21:29:32
14301.0,-999.25,328.33,328.33,70.32,24.404,24.0,7271.5,88.3,2019/10/30,21:29:43
14302.0,-999.25,327.39,327.39,70.60,25.477,24.2,7312.7,88.3,2019/10/30,21:29:54
14303.0,-999.25,325.30,325.30,70.43,26.155,24.7,7456.8,88.3,2019/10/30,21:30:06
14304.0,-999.25,320.74,320.74,70.10,24.178,24.5,7330.9,88.3,2019/10/30,21:30:16
14305.0,-999.25,328.22,328.22,70.60,24.008,24.2,7318.2,88.3,2019/10/30,21:30:27
14306.0,-999.25,328.90,328.90,70.54,24.008,23.9,7241.7,88.3,2019/10/30,21:30:38
14307.0,-999.25,328.52,328.52,70.29,23.839,24.2,7453.0,88.3,2019/10/30,21:30:50
14308.0,-999.25,330.28,330.28,70.46,23.500,24.0,7376.9,88.3,2019/10/30,21:31:00
14309.0,-999.25,330.34,330.34,70.71,24.743,23.7,7417.1,88.3,2019/10/30,21:31:11
14310.0,-999.25,327.65,327.65,70.35,23.952,23.7,7367.5,88.3,2019/10/30,21:31:23
14311.0,-999.25,328.83,328.83,70.15,24.178,23.8,7350.6,88.3,2019/10/30,21:31:33
14312.0,-999.25,329.00,329.00,70.40,22.991,23.8,7430.8,88.3,2019/10/30,21:31:44
14313.0,-999.25,328.54,328.54,70.63,23.726,23.7,7149.4,88.3,2019/10/30,21:31:55
14314.0,-999.25,330.03,330.03,70.38,26.946,23.6,7353.7,88.3,2019/10/30,21:32:07
14315.0,-999.25,325.47,325.47,70.12,25.251,23.2,7035.4,88.3,2019/10/30,21:32:17
14316.0,-999.25,324.16,324.16,69.98,24.404,23.1,7106.4,88.3,2019/10/30,21:32:30
14317.0,-999.25,325.61,325.61,70.68,25.251,23.0,7250.5,88.3,2019/10/30,21:32:40
14318.0,-999.25,329.91,329.91,70.26,23.330,23.5,6984.6,88.3,2019/10/30,21:32:51
14319.0,-999.25,329.81,329.81,70.46,24.291,23.4,7158.6,88.3,2019/10/30,21:33:01
14320.0,-999.25,328.64,328.64,70.71,24.856,23.4,7146.0,88.3,2019/10/30,21:33:13
14321.0,-999.25,328.96,328.96,70.71,25.872,23.4,7028.8,88.3,2019/10/30,21:33:24
14322.0,-999.25,327.73,327.73,70.24,26.663,23.4,6968.9,88.3,2019/10/30,21:33:35
14323.0,-999.25,326.09,326.09,70.24,23.782,23.7,6616.6,88.3,2019/10/30,21:33:46
14324.0,-999.25,323.20,323.20,70.54,25.195,23.0,6815.0,88.3,2019/10/30,21:33:57
14325.0,-999.25,328.80,328.80,70.35,22.991,23.0,6959.4,88.3,2019/10/30,21:34:08
14326.0,-999.25,329.92,329.92,70.49,23.895,23.0,7136.6,88.3,2019/10/30,21:34:18
14327.0,-999.25,331.08,331.08,70.18,23.500,23.2,7136.6,88.3,2019/10/30,21:34:30
14328.0,-999.25,329.98,329.98,70.38,24.743,23.6,7000.8,88.3,2019/10/30,21:34:40
14329.0,-999.25,326.59,326.59,70.43,24.008,26.2,6982.1,88.3,2019/10/30,21:34:51
14330.0,-999.25,328.03,328.03,70.43,23.782,26.5,6982.1,88.3,2019/10/30,21:35:02
14331.0,-999.25,329.03,329.03,70.15,23.500,26.5,7115.6,88.3,2019/10/30,21:35:14
14332.0,-999.25,330.37,330.37,70.60,23.500,22.6,7024.2,88.3,2019/10/30,21:35:25
14333.0,-999.25,328.49,328.49,70.38,22.652,23.1,6931.2,88.3,2019/10/30,21:35:35
14334.0,-999.25,329.92,329.92,70.21,23.952,23.1,7121.6,88.3,2019/10/30,21:35:47
14335.0,-999.25,330.68,330.68,70.29,23.274,22.6,7102.2,88.3,2019/10/30,21:35:58
14336.0,-999.25,329.96,329.96,70.74,22.991,22.6,7012.8,88.3,2019/10/30,21:36:08
14337.0,-999.25,329.99,329.99,70.51,23.274,22.7,7121.6,88.3,2019/10/30,21:36:20
14338.0,-999.25,331.41,331.41,70.40,24.347,22.8,7080.8,88.3,2019/10/30,21:36:30
14339.0,-999.25,331.09,331.09,70.51,24.347,23.0,7126.5,88.3,2019/10/30,21:36:41
14340.0,-999.25,328.85,328.85,70.46,23.330,22.7,7126.5,88.3,2019/10/30,21:36:52
14341.0,-999.25,331.23,331.23,70.29,23.387,22.5,6804.1,88.3,2019/10/30,21:37:04
14342.0,-999.25,330.29,330.29,70.43,22.144,22.4,6885.4,88.3,2019/10/30,21:37:14
14343.0,-999.25,329.62,329.62,70.43,25.308,22.8,6805.9,88.3,2019/10/30,21:37:25
14344.0,-999.25,327.96,327.96,70.21,24.460,22.3,6831.6,88.3,2019/10/30,21:37:36
14345.0,-999.25,327.11,327.11,70.68,24.065,22.4,6808.9,88.3,2019/10/30,21:37:48
14346.0,-999.25,328.83,328.83,70.26,24.347,22.2,6962.0,88.3,2019/10/30,21:37:58
14347.0,-999.25,330.40,330.40,70.15,23.500,22.7,7098.2,88.3,2019/10/30,21:38:10
14348.0,-999.25,330.01,330.01,70.35,22.991,23.0,6851.0,88.3,2019/10/30,21:38:19
14349.0,-999.25,330.29,330.29,70.18,24.460,23.3,7008.5,88.1,2019/10/30,21:38:31
14350.0,-999.25,332.05,332.05,70.49,26.098,23.6,7008.5,88.1,2019/10/30,21:38:42
14351.0,-999.25,330.49,330.49,70.21,23.387,23.3,6719.9,88.1,2019/10/30,21:38:54
14352.0,-999.25,26.61,26.61,70.26,12.880,3.1,1210.4,88.1,2019/10/30,21:45:16
14353.0,-999.25,175.13,175.13,70.29,16.608,7.2,1970.6,88.1,2019/10/30,21:45:35
14354.0,-999.25,200.70,200.70,70.40,18.642,9.4,2942.3,88.1,2019/10/30,21:45:52
14355.0,-999.25,200.91,200.91,70.54,18.077,10.3,3478.8,88.1,2019/10/30,21:46:09
14356.0,-999.25,201.47,201.47,70.74,19.659,10.7,4026.6,88.1,2019/10/30,21:46:27
14357.0,-999.25,201.66,201.66,70.18,19.997,11.1,4375.8,88.1,2019/10/30,21:46:45
14358.0,-999.25,200.62,200.62,70.43,19.433,10.5,4424.3,88.1,2019/10/30,21:47:03
14359.0,-999.25,201.42,201.42,70.35,17.342,10.2,4400.0,88.1,2019/10/30,21:47:22
14360.0,-999.25,201.32,201.32,70.49,18.924,13.2,4278.3,88.1,2019/10/30,21:47:40
14361.0,-999.25,201.96,201.96,70.35,18.529,13.4,4318.2,88.1,2019/10/30,21:47:57
14362.0,-999.25,201.60,201.60,70.21,19.150,12.1,4338.9,88.1,2019/10/30,21:48:15
14363.0,-999.25,200.82,200.82,70.18,19.433,11.5,4325.7,88.0,2019/10/30,21:48:33
14364.0,-999.25,201.14,201.14,70.57,20.901,12.1,4495.2,88.0,2019/10/30,21:48:51
14365.0,-999.25,201.29,201.29,70.29,19.150,11.5,4801.1,88.0,2019/10/30,21:49:09
14366.0,-999.25,201.57,201.57,70.40,19.715,11.3,4725.5,88.0,2019/10/30,21:49:27
14367.0,-999.25,202.67,202.67,70.43,20.167,11.4,4629.2,88.0,2019/10/30,21:49:44
14368.0,-999.25,249.62,249.62,70.57,19.771,12.2,4794.8,88.0,2019/10/30,21:49:56
14369.0,-999.25,297.72,297.72,70.57,19.546,13.5,4997.3,88.0,2019/10/30,21:50:08
14370.0,-999.25,300.14,300.14,70.32,19.546,14.3,5165.7,88.0,2019/10/30,21:50:20
14371.0,-999.25,300.53,300.53,70.15,21.297,15.4,5656.3,88.0,2019/10/30,21:50:32
14372.0,-999.25,301.35,301.35,70.40,22.540,16.9,5890.8,88.0,2019/10/30,21:50:44
14373.0,-999.25,301.32,301.32,70.40,23.274,17.6,6021.9,88.0,2019/10/30,21:50:56
14374.0,-999.25,300.99,300.99,70.26,22.991,18.2,6139.1,88.0,2019/10/30,21:51:07
14375.0,-999.25,318.17,318.17,70.12,24.178,19.3,6336.4,88.0,2019/10/30,21:51:18
14376.0,-999.25,328.50,328.50,70.18,24.799,19.8,6624.1,88.0,2019/10/30,21:51:29
14377.0,-999.25,328.85,328.85,70.43,22.765,19.7,6862.0,88.0,2019/10/30,21:51:41
14378.0,-999.25,330.18,330.18,69.96,22.709,20.8,6999.8,88.0,2019/10/30,21:51:51
14379.0,-999.25,329.21,329.21,70.51,22.257,20.8,7073.9,88.0,2019/10/30,21:52:02
14380.0,-999.25,330.43,330.43,70.10,22.427,21.7,7202.7,88.0,2019/10/30,21:52:13
14381.0,-999.25,329.88,329.88,70.32,24.121,22.1,7389.9,88.0,2019/10/30,21:52:24
14382.0,-999.25,329.74,329.74,70.35,24.686,22.4,7289.3,88.0,2019/10/30,21:52:35
14383.0,-999.25,329.19,329.19,70.40,25.590,23.0,7193.6,88.0,2019/10/30,21:52:46
14384.0,-999.25,334.29,334.29,70.35,24.178,23.7,7316.0,88.0,2019/10/30,21:52:56
14385.0,-999.25,344.43,344.43,70.10,24.743,24.0,7455.3,88.0,2019/10/30,21:53:07
14386.0,-999.25,345.13,345.13,70.43,26.946,24.7,7510.9,88.1,2019/10/30,21:53:18
14387.0,-999.25,336.00,336.00,70.10,25.421,24.3,7827.9,88.1,2019/10/30,21:53:28
14388.0,-999.25,343.80,343.80,70.29,22.878,24.2,7711.4,88.1,2019/10/30,21:53:39
14389.0,-999.25,346.17,346.17,70.10,25.308,25.2,7927.4,88.1,2019/10/30,21:53:49
14390.0,-999.25,346.36,346.36,70.21,26.946,26.2,7985.5,88.1,2019/10/30,21:54:00
14391.0,-999.25,338.34,338.34,70.24,25.025,29.1,8007.9,88.1,2019/10/30,21:54:11
14392.0,-999.25,336.24,336.24,70.15,26.211,29.0,8260.7,88.1,2019/10/30,21:54:22
14393.0,-999.25,333.50,333.50,70.32,26.268,28.7,7726.7,88.1,2019/10/30,21:54:32
14394.0,-999.25,333.21,333.21,70.43,26.324,26.2,7842.3,88.1,2019/10/30,21:54:44
14395.0,-999.25,338.72,338.72,70.04,24.517,26.0,8077.1,88.1,2019/10/30,21:54:53
14396.0,-999.25,345.19,345.19,70.15,25.534,26.7,8270.5,88.1,2019/10/30,21:55:04
14397.0,-999.25,346.52,346.52,70.04,25.477,26.7,8270.5,88.1,2019/10/30,21:55:15
14398.0,-999.25,344.76,344.76,70.40,26.042,26.5,8437.7,88.1,2019/10/30,21:55:26
14399.0,-999.25,342.68,342.68,70.15,26.042,26.6,8214.6,88.1,2019/10/30,21:55:36
14400.0,-999.25,343.31,343.31,70.24,26.098,27.1,8214.6,88.1,2019/10/30,21:55:46
14401.0,-999.25,341.75,341.75,69.87,26.946,27.1,8137.0,88.1,2019/10/30,21:55:57
14402.0,-999.25,333.04,333.04,70.01,25.025,26.4,8149.2,88.1,2019/10/30,21:56:08
14403.0,-999.25,342.93,342.93,70.54,24.234,25.9,8105.9,88.1,2019/10/30,21:56:18
14404.0,-999.25,348.44,348.44,70.38,25.082,26.2,8105.9,88.1,2019/10/30,21:56:29
14405.0,-999.25,348.73,348.73,70.29,25.138,26.5,8265.8,88.1,2019/10/30,21:56:39
14406.0,-999.25,348.23,348.23,70.15,25.251,26.5,8213.0,88.1,2019/10/30,21:56:49
14407.0,-999.25,347.50,347.50,70.32,25.590,26.4,8348.2,88.1,2019/10/30,21:56:59
14408.0,-999.25,347.88,347.88,70.29,26.946,26.9,8386.9,88.1,2019/10/30,21:57:11
14409.0,-999.25,341.28,341.28,70.18,25.477,26.4,8096.6,88.1,2019/10/30,21:57:21
14410.0,-999.25,334.84,334.84,70.18,25.025,26.1,8086.5,88.1,2019/10/30,21:57:33
14411.0,-999.25,339.30,339.30,70.15,26.268,26.2,8076.5,88.1,2019/10/30,21:57:42
14412.0,-999.25,345.49,345.49,70.51,24.178,26.4,8088.7,88.1,2019/10/30,21:57:53
14413.0,-999.25,348.01,348.01,70.38,24.404,26.1,8063.5,88.1,2019/10/30,21:58:03
14414.0,-999.25,348.48,348.48,70.40,24.630,26.4,8134.4,88.1,2019/10/30,21:58:14
14415.0,-999.25,349.20,349.20,70.32,25.195,26.6,8139.1,88.1,2019/10/30,21:58:24
14416.0,-999.25,349.91,349.91,70.46,25.195,26.6,8198.8,88.1,2019/10/30,21:58:35
14417.0,-999.25,343.40,343.40,70.07,24.856,26.9,8209.0,88.1,2019/10/30,21:58:45
14418.0,-999.25,343.93,343.93,70.40,25.195,26.6,8235.0,88.1,2019/10/30,21:58:56
14419.0,-999.25,345.36,345.36,70.12,26.946,26.7,8141.9,88.1,2019/10/30,21:59:06
14420.0,-999.25,340.30,340.30,70.07,25.646,26.9,8155.6,88.1,2019/10/30,21:59:18
14421.0,-999.25,331.73,331.73,70.07,26.946,26.9,8125.4,88.1,2019/10/30,21:59:29
14422.0,-999.25,331.98,331.98,70.24,26.042,28.7,8025.8,88.1,2019/10/30,21:59:39
14423.0,-999.25,333.30,333.30,70.24,24.460,28.8,8045.7,88.1,2019/10/30,21:59:50
14424.0,-999.25,331.97,331.97,70.49,26.776,29.3,8130.3,88.1,2019/10/30,22:00:01
14425.0,-999.25,326.19,326.19,69.98,25.534,26.1,8125.7,88.1,2019/10/30,22:00:11
14426.0,-999.25,336.27,336.27,70.51,25.590,25.7,8022.2,88.1,2019/10/30,22:00:23
14427.0,-999.25,338.81,338.81,70.54,26.946,25.7,7846.8,88.1,2019/10/30,22:00:33
14428.0,-999.25,338.38,338.38,70.21,24.347,25.5,7936.0,88.1,2019/10/30,22:00:45
14429.0,-999.25,345.66,345.66,70.26,24.008,25.6,7924.0,88.1,2019/10/30,22:00:55
14430.0,-999.25,348.44,348.44,70.46,24.291,25.8,7700.8,88.1,2019/10/30,22:01:05
14431.0,-999.25,348.36,348.36,70.12,24.799,25.9,8118.9,88.1,2019/10/30,22:01:16
14432.0,-999.25,341.99,341.99,70.15,25.195,25.8,7921.8,88.1,2019/10/30,22:01:25
14433.0,-999.25,342.72,342.72,70.18,26.155,25.9,8022.7,88.1,2019/10/30,22:01:37
14434.0,-999.25,341.28,341.28,70.21,25.025,25.6,7949.3,88.1,2019/10/30,22:01:47
14435.0,-999.25,344.98,344.98,70.07,26.946,25.6,7780.1,88.1,2019/10/30,22:01:58
14436.0,-999.25,342.88,342.88,70.18,25.025,25.6,7600.3,88.1,2019/10/30,22:02:08
14437.0,-999.25,342.88,342.88,70.60,24.743,25.2,7566.5,88.1,2019/10/30,22:02:19
14438.0,-999.25,348.20,348.20,70.40,23.048,24.9,7724.8,88.1,2019/10/30,22:02:28
14439.0,-999.25,350.05,350.05,70.32,24.743,25.0,7540.7,88.1,2019/10/30,22:02:39
14440.0,-999.25,349.55,349.55,70.43,23.613,25.0,7727.3,88.1,2019/10/30,22:02:49
14441.0,-999.25,350.46,350.46,70.32,24.686,25.5,7692.7,88.1,2019/10/30,22:03:00
14442.0,-999.25,349.55,349.55,70.26,22.822,25.8,7410.3,88.1,2019/10/30,22:03:11
14443.0,-999.25,347.72,347.72,70.51,23.895,25.4,7554.2,88.0,2019/10/30,22:03:21
14444.0,-999.25,350.67,350.67,70.07,24.630,25.4,7336.8,88.0,2019/10/30,22:03:32
14445.0,-999.25,350.42,350.42,70.18,24.630,25.4,7472.4,88.0,2019/10/30,22:03:40
14446.0,-999.25,99.74,99.74,70.51,16.665,6.9,1959.2,87.7,2019/10/30,22:23:14
14447.0,-999.25,199.98,199.98,70.26,18.359,8.7,2775.1,87.7,2019/10/30,22:23:33
