Hole Depth,True Vertical Depth,Rate Of Penetration,Rate Of Penetration,Rotary RPM,Rotary Torque,Weight on Bit,Differential Pressure,Inclination,YYYY/MM/DD,HH:MM:SS
13914.0,-999.25,51.78,51.78,45.36,9.321,11.4,1283.8,88.2,2019/10/30,19:38:18
13915.0,-999.25,50.33,50.33,45.59,10.281,10.8,1393.3,88.2,2019/10/30,19:39:34
13916.0,-999.25,47.99,47.99,45.59,9.829,10.1,1055.0,88.2,2019/10/30,19:40:54
13917.0,-999.25,45.27,45.27,45.28,10.112,9.9,1249.2,88.2,2019/10/30,19:42:14
13918.0,-999.25,121.21,121.21,70.65,18.077,5.9,1818.8,88.1,2019/10/30,19:49:14
13919.0,-999.25,202.76,202.76,70.54,18.529,8.4,2837.6,88.1,2019/10/30,19:49:31
13920.0,-999.25,237.34,237.34,70.54,20.223,12.1,3369.8,88.1,2019/10/30,19:49:46
13921.0,-999.25,248.99,248.99,70.29,19.715,15.2,4180.5,88.1,2019/10/30,19:50:00
13922.0,-999.25,253.59,253.59,70.57,20.110,14.9,4448.3,88.1,2019/10/30,19:50:14
13923.0,-999.25,284.29,284.29,70.51,21.353,13.0,4636.4,88.1,2019/10/30,19:50:26
13924.0,-999.25,299.40,299.40,70.65,22.031,14.4,5073.1,88.1,2019/10/30,19:50:38
13925.0,-999.25,301.05,301.05,70.60,20.675,15.1,5771.5,88.1,2019/10/30,19:50:50
13926.0,-999.25,300.88,300.88,70.26,21.014,15.7,5984.8,88.1,2019/10/30,19:51:02
13927.0,-999.25,300.11,300.11,70.54,21.466,16.8,6033.4,88.1,2019/10/30,19:51:14
13928.0,-999.25,300.34,300.34,70.54,22.483,16.8,6185.0,88.1,2019/10/30,19:51:26
13929.0,-999.25,302.08,302.08,70.49,21.692,18.1,6523.5,88.1,2019/10/30,19:51:38
13930.0,-999.25,299.58,299.58,70.49,23.387,18.8,6925.3,88.1,2019/10/30,19:51:50
13931.0,-999.25,300.82,300.82,70.10,23.104,18.8,6797.2,88.1,2019/10/30,19:52:01
13932.0,-999.25,312.84,312.84,70.38,22.878,19.5,7087.0,88.1,2019/10/30,19:52:12
13933.0,-999.25,328.41,328.41,70.26,23.104,20.7,7186.6,88.1,2019/10/30,19:52:24
13934.0,-999.25,334.70,334.70,70.46,25.138,21.9,7276.8,88.1,2019/10/30,19:52:34
13935.0,-999.25,342.10,342.10,70.35,24.008,22.7,7601.7,88.1,2019/10/30,19:52:43
13936.0,-999.25,346.30,346.30,70.32,23.669,23.5,7727.9,88.1,2019/10/30,19:52:54
13937.0,-999.25,348.41,348.41,70.43,24.517,23.7,8048.0,88.1,2019/10/30,19:53:05
13938.0,-999.25,348.97,348.97,70.46,24.573,24.9,8176.3,88.1,2019/10/30,19:53:15
13939.0,-999.25,345.55,345.55,70.46,25.477,25.9,8266.3,88.1,2019/10/30,19:53:26
13940.0,-999.25,353.64,353.64,70.26,25.816,26.8,8459.2,88.1,2019/10/30,19:53:37
13941.0,-999.25,353.52,353.52,70.18,25.590,27.3,8540.8,88.1,2019/10/30,19:53:46
13942.0,-999.25,349.16,349.16,70.15,25.534,27.9,8458.0,88.1,2019/10/30,19:53:56
13943.0,-999.25,347.90,347.90,70.24,26.946,28.5,8603.0,88.2,2019/10/30,19:54:07
13944.0,-999.25,341.12,341.12,70.21,26.946,29.0,8844.3,88.2,2019/10/30,19:54:19
13945.0,-999.25,325.51,325.51,70.38,26.946,28.7,8768.6,88.2,2019/10/30,19:54:31
13946.0,-999.25,310.46,310.46,69.79,26.946,29.1,8780.3,88.2,2019/10/30,19:54:43
13947.0,-999.25,302.88,302.88,70.51,26.946,28.5,8658.2,88.2,2019/10/30,19:54:54
13948.0,-999.25,318.64,318.64,70.12,26.946,28.5,8964.8,88.2,2019/10/30,19:55:06
13949.0,-999.25,319.35,319.35,70.15,26.946,28.3,9014.8,88.2,2019/10/30,19:55:18
13950.0,-999.25,310.87,310.87,70.24,26.946,28.6,9086.2,88.2,2019/10/30,19:55:30
13951.0,-999.25,296.70,296.70,70.10,26.946,30.6,9086.2,88.2,2019/10/30,19:55:45
13952.0,-999.25,275.87,275.87,70.26,26.437,29.3,8846.5,88.2,2019/10/30,19:55:59
13953.0,-999.25,269.76,269.76,70.07,26.946,29.6,8675.8,88.2,2019/10/30,19:56:11
13954.0,-999.25,292.40,292.40,69.96,25.308,25.8,8467.3,88.2,2019/10/30,19:56:23
13955.0,-999.25,305.83,305.83,70.18,25.929,25.4,8432.3,88.2,2019/10/30,19:56:35
13956.0,-999.25,305.39,305.39,70.32,25.251,25.5,8542.4,88.2,2019/10/30,19:56:47
13957.0,-999.25,309.62,309.62,70.38,25.985,25.4,8429.3,88.2,2019/10/30,19:56:57
13958.0,-999.25,311.92,311.92,70.18,25.364,25.5,8396.0,88.2,2019/10/30,19:57:09
13959.0,-999.25,311.39,311.39,70.21,26.946,25.4,8393.8,88.2,2019/10/30,19:57:23
13960.0,-999.25,304.22,304.22,69.87,26.268,25.5,8206.7,88.2,2019/10/30,19:57:35
13961.0,-999.25,298.44,298.44,70.46,24.969,25.3,8297.8,88.2,2019/10/30,19:57:46
13962.0,-999.25,312.38,312.38,70.40,25.534,25.7,8378.8,88.2,2019/10/30,19:57:58
13963.0,-999.25,314.02,314.02,70.18,24.686,25.5,8556.4,88.2,2019/10/30,19:58:08
13964.0,-999.25,312.67,312.67,70.40,25.646,25.5,8649.7,88.4,2019/10/30,19:58:20
13965.0,-999.25,316.41,316.41,70.38,26.324,25.4,8622.7,88.4,2019/10/30,19:58:33
13966.0,-999.25,315.78,315.78,70.49,26.946,25.9,8550.5,88.4,2019/10/30,19:58:44
13967.0,-999.25,304.85,304.85,70.51,24.460,25.8,8506.1,88.4,2019/10/30,19:58:56
13968.0,-999.25,303.89,303.89,70.38,25.816,25.5,8452.7,88.4,2019/10/30,19:59:07
13969.0,-999.25,306.41,306.41,70.38,26.946,25.5,8366.0,88.4,2019/10/30,19:59:21
13970.0,-999.25,301.53,301.53,70.40,24.178,25.4,8165.9,88.4,2019/10/30,19:59:31
13971.0,-999.25,314.85,314.85,70.35,25.477,25.6,8515.1,88.4,2019/10/30,19:59:43
13972.0,-999.25,315.85,315.85,70.24,24.799,25.5,8515.1,88.4,2019/10/30,19:59:55
13973.0,-999.25,316.06,316.06,70.15,24.856,26.0,8459.2,88.4,2019/10/30,20:00:05
13974.0,-999.25,312.83,312.83,70.32,26.494,26.9,8467.2,88.4,2019/10/30,20:00:18
13975.0,-999.25,62.88,62.88,70.38,14.009,3.7,660.4,89.1,2019/10/30,20:06:36
13976.0,-999.25,172.02,172.02,70.35,17.230,5.5,1460.2,89.1,2019/10/30,20:06:48
13977.0,-999.25,200.27,200.27,70.29,19.263,7.6,2698.5,89.1,2019/10/30,20:07:03
13978.0,-999.25,201.41,201.41,70.24,19.941,9.2,3440.1,89.1,2019/10/30,20:07:21
13979.0,-999.25,201.60,201.60,70.43,17.230,9.4,4209.5,89.1,2019/10/30,20:07:39
13980.0,-999.25,212.84,212.84,70.35,17.964,9.9,4594.8,89.1,2019/10/30,20:07:54
13981.0,-999.25,246.65,246.65,70.38,17.738,10.8,4802.8,89.1,2019/10/30,20:08:09
13982.0,-999.25,251.65,251.65,70.32,18.585,11.4,5015.5,89.1,2019/10/30,20:08:23
13983.0,-999.25,250.40,250.40,70.26,19.715,15.5,5215.0,89.1,2019/10/30,20:08:37
13984.0,-999.25,277.53,277.53,70.60,20.619,17.2,5460.3,89.1,2019/10/30,20:08:50
13985.0,-999.25,299.33,299.33,70.32,22.257,17.2,5848.0,89.1,2019/10/30,20:09:01
13986.0,-999.25,300.06,300.06,70.24,21.410,15.8,6277.7,89.1,2019/10/30,20:09:14
13987.0,-999.25,301.53,301.53,70.57,21.353,16.8,6633.0,89.2,2019/10/30,20:09:26
13988.0,-999.25,301.45,301.45,70.40,21.805,17.9,6909.0,89.2,2019/10/30,20:09:38
13989.0,-999.25,300.66,300.66,70.43,22.370,18.4,7124.6,89.2,2019/10/30,20:09:50
13990.0,-999.25,300.29,300.29,70.21,23.669,19.3,7291.4,89.2,2019/10/30,20:10:01
13991.0,-999.25,310.51,310.51,70.29,23.274,19.5,7319.3,89.2,2019/10/30,20:10:12
13992.0,-999.25,319.02,319.02,70.43,22.765,20.2,7459.7,89.2,2019/10/30,20:10:24
13993.0,-999.25,319.64,319.64,70.21,22.935,20.7,7463.2,89.2,2019/10/30,20:10:35
13994.0,-999.25,320.73,320.73,70.40,24.234,21.1,7727.6,89.2,2019/10/30,20:10:47
13995.0,-999.25,320.44,320.44,70.46,25.534,21.8,7816.1,89.2,2019/10/30,20:10:57
13996.0,-999.25,318.98,318.98,70.32,24.969,22.4,8061.0,89.2,2019/10/30,20:11:09
13997.0,-999.25,313.41,313.41,70.29,25.929,23.4,8173.7,89.2,2019/10/30,20:11:20
13998.0,-999.25,311.04,311.04,69.96,26.946,24.1,8085.6,89.2,2019/10/30,20:11:34
13999.0,-999.25,302.03,302.03,70.01,26.946,23.7,8304.3,89.2,2019/10/30,20:11:45
14000.0,-999.25,297.05,297.05,70.12,26.946,23.8,8243.7,89.2,2019/10/30,20:11:57
14001.0,-999.25,307.33,307.33,70.43,26.155,23.8,8422.2,89.2,2019/10/30,20:12:09
14002.0,-999.25,313.69,313.69,70.35,26.211,24.0,8424.8,89.2,2019/10/30,20:12:20
14003.0,-999.25,312.41,312.41,70.07,25.138,24.2,8342.5,89.2,2019/10/30,20:12:32
14004.0,-999.25,312.87,312.87,70.43,26.946,24.9,8610.1,89.2,2019/10/30,20:12:44
14005.0,-999.25,309.96,309.96,70.26,26.381,24.7,8604.5,89.2,2019/10/30,20:12:56
14006.0,-999.25,304.18,304.18,70.21,25.590,24.9,8695.8,89.2,2019/10/30,20:13:08
14007.0,-999.25,310.57,310.57,70.18,24.630,24.8,8688.3,89.2,2019/10/30,20:13:19
14008.0,-999.25,312.34,312.34,70.10,26.494,25.2,8698.4,89.2,2019/10/30,20:13:30
14009.0,-999.25,309.77,309.77,70.40,25.872,24.7,8458.7,89.2,2019/10/30,20:13:43
14010.0,-999.25,308.34,308.34,70.40,26.720,25.1,8658.5,89.2,2019/10/30,20:13:54
14011.0,-999.25,311.83,311.83,70.40,25.421,24.5,8748.5,89.2,2019/10/30,20:14:05
14012.0,-999.25,307.48,307.48,70.24,24.912,25.1,8708.2,89.2,2019/10/30,20:14:17
14013.0,-999.25,310.08,310.08,70.32,26.437,25.6,8647.1,89.2,2019/10/30,20:14:29
14014.0,-999.25,310.91,310.91,70.32,25.872,28.0,8892.3,89.2,2019/10/30,20:14:41
14015.0,-999.25,312.28,312.28,70.24,26.042,28.2,8778.4,89.2,2019/10/30,20:14:53
14016.0,-999.25,312.35,312.35,70.63,25.703,29.0,8983.9,89.2,2019/10/30,20:15:04
14017.0,-999.25,308.98,308.98,70.18,25.703,26.0,8706.5,89.4,2019/10/30,20:15:16
14018.0,-999.25,311.80,311.80,70.38,26.550,25.7,8777.0,89.4,2019/10/30,20:15:28
14019.0,-999.25,311.56,311.56,70.46,25.477,25.6,8669.8,89.4,2019/10/30,20:15:39
14020.0,-999.25,308.57,308.57,70.15,26.268,25.3,8763.8,89.4,2019/10/30,20:15:51
14021.0,-999.25,309.98,309.98,70.18,26.550,25.4,8814.7,89.4,2019/10/30,20:16:03
14022.0,-999.25,312.06,312.06,70.24,25.759,25.2,8819.2,89.4,2019/10/30,20:16:13
14023.0,-999.25,310.38,310.38,70.54,25.872,25.3,8821.1,89.4,2019/10/30,20:16:25
14024.0,-999.25,312.49,312.49,69.96,26.946,25.8,8885.9,89.4,2019/10/30,20:16:37
14025.0,-999.25,309.98,309.98,69.96,24.856,25.4,8769.5,89.4,2019/10/30,20:16:50
14026.0,-999.25,313.86,313.86,70.24,26.155,25.5,8943.7,89.4,2019/10/30,20:17:00
14027.0,-999.25,317.92,317.92,70.21,23.839,25.4,8907.9,89.4,2019/10/30,20:17:11
14028.0,-999.25,317.76,317.76,70.12,25.477,25.9,8931.0,89.4,2019/10/30,20:17:23
14029.0,-999.25,315.99,315.99,70.40,24.291,25.9,9030.3,89.4,2019/10/30,20:17:34
14030.0,-999.25,310.72,310.72,70.51,26.946,25.9,9100.5,89.4,2019/10/30,20:17:46
14031.0,-999.25,310.01,310.01,70.04,26.946,25.9,8867.7,89.4,2019/10/30,20:18:00
14032.0,-999.25,300.20,300.20,70.26,25.195,25.2,8438.9,89.4,2019/10/30,20:18:12
14033.0,-999.25,300.06,300.06,70.38,25.534,25.4,8433.7,89.4,2019/10/30,20:18:22
14034.0,-999.25,310.22,310.22,70.32,25.308,25.4,8567.0,89.4,2019/10/30,20:18:34
14035.0,-999.25,313.89,313.89,70.68,25.534,25.6,8672.6,89.4,2019/10/30,20:18:46
14036.0,-999.25,313.39,313.39,70.21,26.324,25.8,8737.9,89.4,2019/10/30,20:18:58
14037.0,-999.25,310.06,310.06,70.21,23.726,25.7,8922.3,89.4,2019/10/30,20:19:09
14038.0,-999.25,317.40,317.40,70.43,24.856,25.8,8860.4,89.4,2019/10/30,20:19:21
14039.0,-999.25,318.95,318.95,70.10,26.946,25.7,8698.6,89.4,2019/10/30,20:19:31
14040.0,-999.25,313.81,313.81,70.40,25.590,25.7,8647.7,89.4,2019/10/30,20:19:45
14041.0,-999.25,307.97,307.97,70.24,25.082,25.3,8746.6,89.4,2019/10/30,20:19:55
14042.0,-999.25,312.82,312.82,69.98,26.946,25.3,8663.3,89.4,2019/10/30,20:20:07
14043.0,-999.25,312.21,312.21,69.98,26.098,25.4,8724.8,89.4,2019/10/30,20:20:19
14044.0,-999.25,314.83,314.83,70.32,24.969,26.0,8902.4,89.4,2019/10/30,20:20:30
14045.0,-999.25,313.54,313.54,70.07,25.703,27.0,8729.1,89.4,2019/10/30,20:20:42
14046.0,-999.25,307.63,307.63,70.35,26.607,29.0,8786.0,89.4,2019/10/30,20:20:54
14047.0,-999.25,298.03,298.03,70.01,25.759,28.7,8711.5,89.4,2019/10/30,20:21:07
14048.0,-999.25,299.96,299.96,70.18,26.946,26.4,8764.4,89.4,2019/10/30,20:21:19
14049.0,-999.25,301.50,301.50,70.29,26.098,25.8,8721.9,89.4,2019/10/30,20:21:30
14050.0,-999.25,312.37,312.37,70.40,25.590,25.2,8776.2,89.4,2019/10/30,20:21:41
14051.0,-999.25,312.96,312.96,70.29,26.098,25.5,8748.8,89.4,2019/10/30,20:21:53
14052.0,-999.25,310.80,310.80,70.32,23.952,25.2,8721.8,89.4,2019/10/30,20:22:05
14053.0,-999.25,310.48,310.48,69.79,25.590,25.3,8629.2,89.4,2019/10/30,20:22:16
14054.0,-999.25,310.06,310.06,70.49,25.759,25.3,8602.8,89.4,2019/10/30,20:22:28
14055.0,-999.25,314.91,314.91,70.40,25.308,25.3,8636.8,89.4,2019/10/30,20:22:40
14056.0,-999.25,314.68,314.68,70.29,25.477,25.6,8573.4,89.4,2019/10/30,20:22:50
14057.0,-999.25,315.59,315.59,70.60,24.799,25.3,8699.0,89.4,2019/10/30,20:23:02
14058.0,-999.25,316.54,316.54,70.60,26.268,25.1,8624.8,89.4,2019/10/30,20:23:14
14059.0,-999.25,314.62,314.62,70.35,25.082,25.3,8513.7,89.4,2019/10/30,20:23:25
14060.0,-999.25,312.92,312.92,70.21,25.534,25.5,8579.1,89.4,2019/10/30,20:23:37
14061.0,-999.25,312.40,312.40,70.15,26.720,25.5,8721.2,89.4,2019/10/30,20:23:49
14062.0,-999.25,308.63,308.63,70.35,26.211,25.5,8763.5,89.4,2019/10/30,20:24:01
14063.0,-999.25,308.61,308.61,70.35,26.720,25.1,8536.4,89.4,2019/10/30,20:24:12
14064.0,-999.25,308.15,308.15,70.04,26.211,25.1,8572.9,89.1,2019/10/30,20:24:24
14065.0,-999.25,310.57,310.57,70.38,24.912,25.1,8657.8,89.1,2019/10/30,20:24:35
14066.0,-999.25,313.15,313.15,70.24,24.573,25.6,8642.3,89.1,2019/10/30,20:24:47
14067.0,-999.25,313.62,313.62,70.35,25.872,25.7,8561.9,89.1,2019/10/30,20:24:59
14068.0,-999.25,310.19,310.19,70.43,24.065,25.8,8489.7,89.1,2019/10/30,20:25:11
14069.0,-999.25,34.99,34.99,70.40,13.784,3.8,778.1,89.0,2019/10/30,20:31:37
14070.0,-999.25,184.29,184.29,70.32,16.439,7.0,2414.3,89.0,2019/10/30,20:31:55
14071.0,-999.25,200.99,200.99,70.35,18.303,8.4,3295.3,89.0,2019/10/30,20:32:14
14072.0,-999.25,203.19,203.19,70.29,17.964,9.7,3905.4,89.0,2019/10/30,20:32:29
14073.0,-999.25,241.72,241.72,70.32,20.336,11.1,4368.7,89.0,2019/10/30,20:32:44
14074.0,-999.25,250.46,250.46,70.60,19.376,12.1,5060.8,89.0,2019/10/30,20:32:58
14075.0,-999.25,251.05,251.05,70.49,21.071,13.0,5226.6,89.0,2019/10/30,20:33:13
14076.0,-999.25,251.10,251.10,70.49,21.523,16.3,5644.7,89.0,2019/10/30,20:33:27
14077.0,-999.25,252.09,252.09,70.21,18.981,16.9,5693.1,89.0,2019/10/30,20:33:40
14078.0,-999.25,274.89,274.89,70.32,20.845,17.7,5824.9,89.0,2019/10/30,20:33:52
14079.0,-999.25,299.06,299.06,70.40,20.788,15.9,6125.8,89.0,2019/10/30,20:34:04
14080.0,-999.25,300.66,300.66,70.40,22.201,17.2,6554.5,88.9,2019/10/30,20:34:16
14081.0,-999.25,300.69,300.69,70.24,21.918,17.5,6689.1,88.9,2019/10/30,20:34:29
14082.0,-999.25,301.19,301.19,70.38,22.088,18.0,6822.1,88.9,2019/10/30,20:34:41
14083.0,-999.25,300.78,300.78,70.24,22.370,18.6,6929.4,88.9,2019/10/30,20:34:53
14084.0,-999.25,300.86,300.86,70.35,23.048,19.2,7278.6,88.9,2019/10/30,20:35:05
14085.0,-999.25,301.75,301.75,70.29,21.692,19.2,7288.2,88.9,2019/10/30,20:35:17
14086.0,-999.25,301.70,301.70,70.35,22.991,19.4,7318.7,88.9,2019/10/30,20:35:29
14087.0,-999.25,301.00,301.00,70.65,22.031,19.4,7296.6,88.9,2019/10/30,20:35:41
14088.0,-999.25,301.67,301.67,70.43,22.370,19.5,7513.3,88.9,2019/10/30,20:35:53
14089.0,-999.25,301.46,301.46,70.29,23.387,20.3,7464.1,88.9,2019/10/30,20:36:06
14090.0,-999.25,298.01,298.01,70.43,23.895,21.4,7536.7,88.9,2019/10/30,20:36:17
14091.0,-999.25,299.49,299.49,70.38,25.421,21.8,7460.0,88.9,2019/10/30,20:36:29
14092.0,-999.25,306.32,306.32,70.24,25.195,22.0,7731.9,88.9,2019/10/30,20:36:41
14093.0,-999.25,308.74,308.74,70.18,26.946,22.5,7562.0,88.9,2019/10/30,20:36:53
14094.0,-999.25,302.08,302.08,70.46,26.946,22.4,7441.2,88.9,2019/10/30,20:37:05
14095.0,-999.25,306.98,306.98,70.32,25.025,22.0,7441.2,88.9,2019/10/30,20:37:16
14096.0,-999.25,317.84,317.84,70.38,24.799,23.0,7579.9,88.9,2019/10/30,20:37:27
14097.0,-999.25,320.74,320.74,70.40,24.347,23.0,7677.6,88.9,2019/10/30,20:37:38
14098.0,-999.25,327.18,327.18,70.10,24.517,23.4,8025.9,88.9,2019/10/30,20:37:50
14099.0,-999.25,327.58,327.58,70.21,24.517,23.9,8316.4,88.9,2019/10/30,20:38:01
14100.0,-999.25,328.83,328.83,70.07,24.460,24.2,8162.8,88.9,2019/10/30,20:38:12
14101.0,-999.25,328.16,328.16,70.07,25.872,24.9,8232.9,88.9,2019/10/30,20:38:23
14102.0,-999.25,319.76,319.76,70.26,26.889,24.9,8185.4,88.9,2019/10/30,20:38:35
14103.0,-999.25,316.62,316.62,70.29,25.985,25.0,7878.2,88.9,2019/10/30,20:38:46
14104.0,-999.25,320.39,320.39,70.10,24.743,24.6,8106.9,88.9,2019/10/30,20:38:57
14105.0,-999.25,324.05,324.05,70.12,25.477,24.7,8255.3,88.9,2019/10/30,20:39:08
14106.0,-999.25,326.83,326.83,70.18,24.404,25.6,8251.0,88.9,2019/10/30,20:39:19
14107.0,-999.25,324.64,324.64,70.12,25.929,25.7,8460.5,88.9,2019/10/30,20:39:31
14108.0,-999.25,321.27,321.27,70.26,24.969,29.2,8406.2,88.9,2019/10/30,20:39:43
14109.0,-999.25,313.76,313.76,70.32,25.646,28.7,8342.9,88.9,2019/10/30,20:39:53
14110.0,-999.25,311.95,311.95,70.49,24.799,28.7,8018.7,88.9,2019/10/30,20:40:06
14111.0,-999.25,317.08,317.08,69.93,24.912,25.2,8034.6,88.8,2019/10/30,20:40:16
14112.0,-999.25,321.50,321.50,70.32,25.816,25.5,8166.6,88.8,2019/10/30,20:40:28
14113.0,-999.25,316.71,316.71,70.38,25.929,25.4,7904.8,88.8,2019/10/30,20:40:39
14114.0,-999.25,316.41,316.41,70.29,25.759,25.5,8107.6,88.8,2019/10/30,20:40:51
14115.0,-999.25,318.05,318.05,70.32,25.195,25.4,8242.2,88.8,2019/10/30,20:41:02
14116.0,-999.25,317.60,317.60,70.32,25.251,25.6,8172.3,88.8,2019/10/30,20:41:14
14117.0,-999.25,320.67,320.67,70.10,24.517,25.1,8156.1,88.8,2019/10/30,20:41:24
14118.0,-999.25,325.13,325.13,70.26,23.726,25.5,8128.6,88.8,2019/10/30,20:41:35
14119.0,-999.25,325.50,325.50,70.24,25.421,25.8,8345.7,88.8,2019/10/30,20:41:47
14120.0,-999.25,324.51,324.51,70.35,26.042,25.5,8410.4,88.8,2019/10/30,20:41:58
14121.0,-999.25,321.63,321.63,70.10,24.347,25.5,8392.5,88.8,2019/10/30,20:42:10
14122.0,-999.25,327.01,327.01,70.12,23.839,25.5,8392.5,88.8,2019/10/30,20:42:20
14123.0,-999.25,329.51,329.51,70.35,25.082,25.7,8154.6,88.8,2019/10/30,20:42:31
14124.0,-999.25,328.17,328.17,70.54,25.421,25.4,8289.9,88.8,2019/10/30,20:42:42
14125.0,-999.25,324.30,324.30,70.38,25.816,25.5,8156.4,88.8,2019/10/30,20:42:54
14126.0,-999.25,322.87,322.87,70.18,24.404,24.8,7888.7,88.8,2019/10/30,20:43:04
14127.0,-999.25,322.76,322.76,70.12,24.743,25.0,8154.4,88.8,2019/10/30,20:43:16
14128.0,-999.25,327.20,327.20,70.46,24.573,25.4,8231.0,88.8,2019/10/30,20:43:27
14129.0,-999.25,331.22,331.22,70.63,24.008,25.6,8178.8,88.8,2019/10/30,20:43:37
14130.0,-999.25,331.27,331.27,70.12,25.082,25.5,8262.8,88.8,2019/10/30,20:43:49
14131.0,-999.25,328.16,328.16,70.29,25.195,25.8,8250.8,88.8,2019/10/30,20:44:00
14132.0,-999.25,325.01,325.01,70.12,24.686,25.4,7982.1,88.8,2019/10/30,20:44:10
14133.0,-999.25,325.33,325.33,70.49,24.743,25.6,8079.8,88.9,2019/10/30,20:44:22
14134.0,-999.25,328.48,328.48,70.21,24.630,25.5,8079.8,88.9,2019/10/30,20:44:34
14135.0,-999.25,328.44,328.44,70.21,25.308,25.5,8072.7,88.9,2019/10/30,20:44:44
14136.0,-999.25,327.39,327.39,70.32,25.308,25.6,8157.2,88.9,2019/10/30,20:44:55
14137.0,-999.25,328.53,328.53,70.21,24.517,25.9,8157.2,88.9,2019/10/30,20:45:06
14138.0,-999.25,325.34,325.34,70.40,24.912,25.8,8061.6,88.9,2019/10/30,20:45:18
14139.0,-999.25,322.42,322.42,70.54,24.630,28.9,8061.6,88.9,2019/10/30,20:45:28
14140.0,-999.25,320.05,320.05,70.51,25.195,28.2,7750.7,88.9,2019/10/30,20:45:41
14141.0,-999.25,322.55,322.55,70.29,25.703,28.4,7975.9,88.9,2019/10/30,20:45:51
14142.0,-999.25,328.47,328.47,70.65,24.121,25.2,8027.8,88.9,2019/10/30,20:46:02
14143.0,-999.25,328.88,328.88,70.26,24.856,25.2,8042.7,88.9,2019/10/30,20:46:12
14144.0,-999.25,329.03,329.03,70.26,24.743,24.9,7877.6,88.9,2019/10/30,20:46:24
14145.0,-999.25,328.42,328.42,70.38,24.630,25.3,7935.5,88.9,2019/10/30,20:46:35
14146.0,-999.25,331.04,331.04,70.57,25.364,25.7,7801.0,88.9,2019/10/30,20:46:45
14147.0,-999.25,333.08,333.08,70.26,24.969,25.3,7786.4,88.9,2019/10/30,20:46:57
14148.0,-999.25,331.02,331.02,70.12,23.556,25.7,7642.8,88.9,2019/10/30,20:47:07
14149.0,-999.25,333.55,333.55,70.18,24.743,25.5,7772.8,88.9,2019/10/30,20:47:17
14150.0,-999.25,338.75,338.75,70.01,25.195,25.6,7823.8,88.9,2019/10/30,20:47:29
14151.0,-999.25,339.43,339.43,70.32,24.856,25.5,7740.5,88.9,2019/10/30,20:47:40
14152.0,-999.25,335.61,335.61,70.35,25.590,25.7,7856.9,88.9,2019/10/30,20:47:51
14153.0,-999.25,336.52,336.52,70.18,25.590,26.2,7907.8,88.9,2019/10/30,20:48:02
14154.0,-999.25,336.86,336.86,70.29,25.364,26.3,8038.1,88.9,2019/10/30,20:48:12
14155.0,-999.25,336.12,336.12,70.38,26.889,26.4,8242.3,88.9,2019/10/30,20:48:23
14156.0,-999.25,331.20,331.20,69.96,26.946,26.3,8011.6,88.9,2019/10/30,20:48:35
14157.0,-999.25,322.50,322.50,70.40,26.663,26.1,7909.8,88.9,2019/10/30,20:48:45
14158.0,-999.25,331.19,331.19,70.74,24.065,25.9,7929.2,88.9,2019/10/30,20:48:56
14159.0,-999.25,335.53,335.53,70.12,24.573,25.8,7906.5,88.9,2019/10/30,20:49:07
14160.0,-999.25,339.48,339.48,70.57,24.743,26.5,8184.0,88.8,2019/10/30,20:49:17
14161.0,-999.25,340.20,340.20,70.26,24.686,26.5,8076.1,88.8,2019/10/30,20:49:27
14162.0,-999.25,339.20,339.20,70.15,26.268,26.4,7917.9,88.8,2019/10/30,20:49:38
14163.0,-999.25,73.56,73.56,70.21,14.461,4.6,836.8,88.7,2019/10/30,20:55:47
14164.0,-999.25,188.64,188.64,70.26,15.987,6.4,1466.3,88.7,2019/10/30,20:55:59
14165.0,-999.25,22.40,22.40,70.29,15.987,7.3,1765.3,88.7,2019/10/30,20:56:03
14166.0,-999.25,149.27,149.27,70.29,17.455,8.6,2969.1,88.7,2019/10/30,20:56:20
14167.0,-999.25,200.63,200.63,70.60,18.529,9.7,3511.3,88.7,2019/10/30,20:56:38
14168.0,-999.25,201.99,201.99,70.51,19.602,10.6,4226.1,88.7,2019/10/30,20:56:58
14169.0,-999.25,201.06,201.06,70.40,18.416,10.5,4284.2,88.7,2019/10/30,20:57:15
14170.0,-999.25,210.83,210.83,70.63,17.794,10.9,4336.7,88.7,2019/10/30,20:57:31
14171.0,-999.25,244.84,244.84,70.21,18.529,11.7,4422.8,88.7,2019/10/30,20:57:45
14172.0,-999.25,251.01,251.01,70.35,18.755,15.9,4577.6,88.7,2019/10/30,20:57:59
14173.0,-999.25,250.44,250.44,70.35,18.924,15.9,4719.1,88.7,2019/10/30,20:58:14
14174.0,-999.25,251.99,251.99,70.32,19.941,14.7,5021.3,88.7,2019/10/30,20:58:28
14175.0,-999.25,251.42,251.42,70.32,20.054,14.2,5204.6,88.7,2019/10/30,20:58:43
14176.0,-999.25,251.46,251.46,70.60,20.393,14.4,5374.8,88.7,2019/10/30,20:58:56
14177.0,-999.25,252.38,252.38,70.57,22.935,14.9,5473.7,88.7,2019/10/30,20:59:11
14178.0,-999.25,278.07,278.07,70.43,19.771,15.4,5611.1,88.7,2019/10/30,20:59:23
14179.0,-999.25,299.59,299.59,70.51,20.675,16.1,5749.4,88.7,2019/10/30,20:59:35
14180.0,-999.25,300.73,300.73,70.29,20.393,16.5,5967.4,88.7,2019/10/30,20:59:46
